depth_m	ice_age_year_bp	delta_d_per_ml	temp_variation_degc	temp_c
3222	373331	-469.4	-5.9	-60.4
3223	373909	-468	-5.66	-60.16666667
3224	374478	-466.1	-5.33	-59.85
3225	375042	-465.8	-5.26	-59.8
3226	375604	-464.8	-5.08	-59.63333333
3227	376155	-461.7	-4.55	-59.11666667
3228	376690	-458.9	-4.07	-58.65
3229	377204	-454.2	-3.27	-57.86666667
3230	377702	-452.6	-2.99	-57.6
3231	378210	-457.1	-3.72	-58.35
3232	378743	-460.6	-4.29	-58.93333333
3233	379297	-462.7	-4.63	-59.28333333
3234	379864	-464.3	-4.88	-59.55
3235	380435	-463.1	-4.68	-59.35
3236	380997	-461	-4.32	-59
3237	381551	-459.4	-4.05	-58.73333333
3238	382095	-457.4	-3.72	-58.4
3239	382622	-452.6	-2.92	-57.6
3240	383134	-451.4	-2.72	-57.4
3241	383641	-450.1	-2.5	-57.18333333
3242	384159	-454.5	-3.24	-57.91666667
3243	384710	-459.6	-4.1	-58.76666667
3244	385288	-462.2	-4.54	-59.2
3245	385894	-467.1	-5.36	-60.01666667
3246	386528	-468.8	-5.65	-60.3
3247	387167	-467.6	-5.46	-60.1
3248	387804	-467.2	-5.4	-60.03333333
3249	388435	-464.8	-5.02	-59.63333333
3250	389061	-465.1	-5.07	-59.68333333
3251	389700	-467.3	-5.44	-60.05
3252	390349	-466.7	-5.34	-59.95
3253	390999	-466.8	-5.36	-59.96666667
3254	391658	-468.3	-5.6	-60.21666667
3255	392317	-465.7	-5.17	-59.78333333
3256	392972	-466.6	-5.31	-59.93333333
3257	393636	-467.2	-5.4	-60.03333333
3258	394297	-465	-5.02	-59.66666667
3259	394935	-460.3	-4.23	-58.88333333
3260	395543	-455.6	-3.43	-58.1
3261	396126	-451.9	-2.8	-57.48333333
3262	396694	-450.5	-2.54	-57.25
3263	397253	-448.6	-2.2	-56.93333333
3264	397808	-448.3	-2.13	-56.88333333
3265	398361	-447.2	-1.92	-56.7
3266	398909	-445.9	-1.68	-56.48333333
3267	399455	-445.9	-1.65	-56.48333333
3268	400003	-446	-1.64	-56.5
3269	400553	-445.8	-1.58	-56.46666667
3270	401097	-443.5	-1.17	-56.08333333
3271	401636	-443.2	-1.09	-56.03333333
3272	402179	-444.4	-1.26	-56.23333333
3273	402728	-444.4	-1.23	-56.23333333
3274	403276	-443.3	-1.01	-56.05
3275	403815	-440.9	-0.58	-55.65
3276	404346	-439.8	-0.37	-55.46666667
3277	404874	-439.5	-0.28	-55.41666667
3278	405401	-438.6	-0.1	-55.26666667
3279	405923	-437.1	0.18	-55.01666667
3280	406441	-436.5	0.31	-54.91666667
3281	406957	-435.6	0.49	-54.76666667
3282	407469	-434.4	0.71	-54.56666667
3283	407977	-433.7	0.85	-54.45
3284	408485	-433.3	0.94	-54.38333333
3285	408992	-432.3	1.12	-54.21666667
3286	409496	-431.4	1.28	-54.06666667
3287	409995	-429.3	1.64	-53.71666667
3288	410483	-426.4	2.13	-53.23333333
3289	410979	-431.6	1.27	-54.1
3290	411492	-431.2	1.34	-54.03333333
3291	412009	-431.9	1.23	-54.15
3292	412533	-432.4	1.15	-54.23333333
3293	413062	-432.8	1.08	-54.3
3294	413601	-434.5	0.8	-54.58333333
3295	414147	-434.2	0.85	-54.53333333
3296	414692	-432.8	1.07	-54.3
3297	415235	-432.2	1.16	-54.2
3298	415781	-432.3	1.13	-54.21666667
3299	416327	-431.1	1.32	-54.01666667
3300	416872	-430.8	1.36	-53.96666667
3301	417419	-430.3	1.43	-53.88333333
3302	417969	-430.4	1.4	-53.9
3303	418526	-431.1	1.27	-54.01666667
3304	419095	-433	0.94	-54.33333333
3305	419682	-435.5	0.51	-54.75
3306	420281	-435.2	0.54	-54.7
3307	420888	-436.4	0.32	-54.9
3308	421507	-437.3	0.15	-55.05
3309	422135	-437.6	0.08	-55.1
3310	422766	-436.6	0.23	-54.93333333
